,Title,Brand,Screen_Size,CPU_Model,Ram,Operating_System,Rating,Color,Graphics,Disk_size,Card_desc,Price
0,"2022 microsoft surface laptop go 12.4"" touchscreen, intel core i5-1035g1 processor, up to 13hr battery life, wifi, webcam, windows 11 pro, platinum silver (4gb ram | 256gb ssd)",Microsoft,12.4,i5,4.0,windows 11,3.9,silver,Intel,256,Integrated,29519.18
1,"hp envy 34” all-in-one desktop, nvidia geforce gtx 1650, 11th gen intel core i7-11700 processor, 32 gb ram, 512 gb ssd, wuhd ips display, windows 11 home, detachable magnetic camera (34-c0010, 2021)",HP,34.0,i7,32.0,windows 11,4.4,other,Nvidia,512,other,177694.0
2,"dell latitude 3510 business laptop black (intel i5-1135g7 4-core, 16gb ram, 256gb pcie ssd, intel uhd, 15.6"" full hd (1920x1080), wifi, bluetooth, webcam, 1xusb 3.2, 1xhdmi, sd card, win 10 pro)",Dell,15.6,i5,16.0,windows 10,4.3,black,Intel,256,Integrated,67076.0
3,"msi bravo 15 15.6"" 144hz gaming laptop: amd ryzen r5-5600h, rx 5500m, 16gb, 512gb nvme ssd, win11 (b5dd-243)",MSI,15.6,ryzen5,16.0,windows 11,4.5,black,AMD,512,other,57318.0
4,"msi latest ge76 raider gaming laptop | 17.3"" 144 hz fhd display | intel 14-core i9-12900h | 64gb ddr5 2tb ssd | nvidia rtx3060 | wifi 6 | hdmi | rj45 | thunberbolt4 | backlit kb rgb | dts | win11 pro",MSI,17.3,i9,64.0,windows 11,5.0,blue,Nvidia,2048,Dedicated,200899.18
5,"alienware m15 15.6"" gaming notebook i7-8750h 16gb ram 1tb hhd 8gb sshd black",Alienware,17.3,i7,16.0,windows 10,5.0,black,Nvidia,1024,Dedicated,147595.9
6,"excaliberpc 2022 msi pulse gl76 12ugk-256 (i7-12700h, 16gb ram, 512gb nvme ssd, rtx 3070 8gb, 17.3"" 144hz fhd, windows 11) gaming laptop",EXCaliberPC,17.3,i7,16.0,windows 11,4.1,other,Nvidia,512,Dedicated,139318.0
7,"excaliberpc 2022 msi creator z17 a12ugst-049 (i7-12700h, 32gb ram, 1tb nvme ssd, rtx 3070ti 8gb, 17"" qhd+ 165hz touch, windows 11 pro) content creation laptop",EXCaliberPC,17.0,i7,32.0,windows 11,0.0,other,Nvidia,1024,Dedicated,250018.0
8,"excaliberpc 2022 msi raider ge67hx 12ugs-013 (i7-12800hx, 16gb ram, 1tb nvme ssd, rtx 3070ti 8gb, 15.6"" qhd 240hz, windows 11 pro) gaming laptop",EXCaliberPC,15.6,i7,16.0,windows 11,0.0,other,Nvidia,1024,Dedicated,155718.0
9,"excaliberpc 2022 msi summit e13flipevo a12mt-013 (i7-1260p, 32gb ram, 1tb nvme ssd, intel iris xe, 13.4"" fhd+ touch, windows 11 pro) professional laptop",EXCaliberPC,13.4,i7,32.0,windows 11,0.0,other,Intel,1024,Integrated,127018.0
10,"excaliberpc 2022 msi raider ge76 12uh-655 pro extreme (i9-12900hk, 64gb ram, 3tb nvme ssd, rtx 3080 8gb, 17.3"" 144hz fhd, windows 11 pro) gaming laptop",EXCaliberPC,17.3,i9,64.0,windows 11,5.0,other,Nvidia,3072,Dedicated,356290.0
11,"excaliberpc 2022 msi creator z16p b12uht-041 (i7-12700h, 32gb ram, 1tb nvme ssd, rtx 3080 8gb, 16"" qhd+ 165hz touch, windows 11 pro) content creation laptop",EXCaliberPC,16.0,i7,32.0,windows 11,0.0,other,Nvidia,1024,Dedicated,250018.0
12,"excaliberpc 2022 asus rog strix scar 15 g533zm-es93 (i9-12900h, 16gb ram, 512gb nvme ssd, rtx 3060 6gb, 15.6"" fhd 300hz 3ms, windows 11) gaming notebook",EXCaliberPC,15.6,i9,16.0,windows 11,5.0,other,Nvidia,512,Dedicated,147518.0
13,"2022 msi titan gt77 12ugs-009 (i7-12800hx, 32gb ram, 4tb platinum p41 nvme ssd, rtx 3070ti 8gb, 17.3"" 4k uhd, windows 11 pro) gaming laptop",EXCaliberPC,17.3,i7,32.0,windows 11,5.0,other,Nvidia,4096,Dedicated,270190.0
14,"gigabyte a5 x1 - 15.6"" fhd ips anti-glare 240hz - amd ryzen™ 9 5900hx - nvidia geforce rtx 3070 laptop gpu 8 gb gddr6 - 16 gb memory - 512 gb pcie ssd - win 11 home - gaming laptop (a5 x1-cus2130sb)",GIGABYTE,15.6,ryzen9,16.0,windows 11,4.1,black,Nvidia,512,Dedicated,114718.0
15,"panasonic toughbook cf-53sjczylm laptop (windows 7, intel core i5-3439y, 14"" led-lit screen, storage: 320 gb, ram: 4 gb) silver",Panasonic,14.0,i5,4.0,windows 7,3.1,silver,Intel,320,Integrated,159899.18
16,"msi gf63 thin gaming laptop, 15.6"" fhd ips display, 11th gen 6-core i5-11400h, geforce gtx 1650, 16gb ram, 1tb pcie ssd+1tb hdd, usb-c, hdmi, rj45, wifi 6, backlit, sps hdmi cable, win 11",MSI,15.6,i5,16.0,windows 11,5.0,black,Nvidia,1024,Dedicated,56579.18
17,"excaliberpc 2021 msi we76 11uk-460 (i7-11800h, 32gb ram, 1tb nvme ssd, quadro rtx a3000 6gb, 17.3"" 144hz fhd, windows 10 pro) mobile workstation laptop",EXCaliberPC,17.3,i7,32.0,windows 10,5.0,other,Nvidia,1024,Dedicated,204918.0
18,"excaliberpc 2022 msi raider ge66 12uhs-236 (i7-12700h, 32gb ram, 1tb nvme ssd, rtx 3080ti 16gb, 15.6"" qhd 240hz, windows 11) gaming laptop",EXCaliberPC,15.6,i7,32.0,windows 11,0.0,other,Nvidia,1024,Dedicated,217218.0
19,"excaliberpc 2022 msi stealth gs77 12uhs-040 (i9-12900h, 32gb ram, 1tb nvme ssd, rtx 3080ti 16gb, 17.3"" 4k uhd, windows 11 pro) gaming laptop",EXCaliberPC,17.3,i9,32.0,windows 11,5.0,other,Nvidia,1024,Dedicated,262318.0
20,"2022 msi raider ge66 12uhs-235 pro extreme (i9-12900hk, 64gb ram, 4tb nvme ssd, rtx 3080ti 16gb, 15.6"" 4k uhd, windows 11) gaming laptop",EXCaliberPC,15.6,i9,64.0,windows 11,5.0,other,Nvidia,4096,Dedicated,376790.0
21,"msi gs76 stealth 17.3"" fhd 360hz 3ms ultra thin and light gaming laptop intel core i9-11900h rtx3070 32gb 1tb nvme ssd win11 vr ready - black (11ug-653)",MSI,17.3,i9,32.0,windows 11,5.0,black,Nvidia,1024,Dedicated,155718.0
22,"2022 msi creator z17 a12uht-048 pro extreme (i9-12900h, 64gb ram, 4tb nvme ssd, rtx 3080 8gb, 17"" qhd+ 165hz touch, windows 11 pro) content creation laptop",EXCaliberPC,17.0,i9,64.0,windows 11,0.0,other,Nvidia,4096,Dedicated,425990.0
23,"excaliberpc 2022 msi pulse gl66 12ugok-825 (i9-12900h, 16gb ram, 1tb nvme ssd, rtx 3070 8gb, 15.6"" 165hz qhd, windows 11) gaming laptop",EXCaliberPC,15.6,i9,16.0,windows 11,0.0,other,Nvidia,1024,Dedicated,139318.0
24,"2022 msi creatorpro m16 a12ujs-458 (i7-12700h, 64gb ram, 1tb nvme ssd, quadro rtx a2000 8gb, 16"" qhd+, windows 11 pro) content creation laptop",EXCaliberPC,16.0,i7,64.0,windows 11,0.0,other,Nvidia,1024,Dedicated,190158.0
25,"2021 msi gf63 thin gaming 15.6"" fhd laptop computer, intel core i5-10300h (beats i7-9750h), 32gb ram, 1tb pcie ssd, backlit keyboard, geforce gtx 1650 maxq, hd webcam, win 10, black, 32gb usb card",MSI,15.6,i5,32.0,windows 10,4.2,black,Nvidia,1024,Dedicated,65518.0
26,"msi raider ge66 15.6"" qhd 240hz gaming laptop: intel core i7-12700h rtx 3070 ti 32gb ddr5 1tb nvme ssd, usb-type c, thunderbolt 4, cooler boost 5, win11 home: titanium blue 12ugs-238",MSI,15.6,i7,32.0,windows 11,4.8,blue,Intel,1024,Dedicated,155718.0
28,"packard bell cloudbook 14.1 inch laptop, full hd display, windows 11 home s mode, intel celeron n4020 quad core, 4gb ram, 128gb memory ssd, wifi connectable, hd camera, thin & light, blue",Packard Bell,14.0,celeron,4.0,windows 11,3.8,black,Intel,128,Integrated,18859.18
30,"msi katana gf76 17.3"" 144hz fhd gaming laptop intel core i5-11400h rtx3050 8gb 512gbnvme ssd win11 (11uc-492) ,black",MSI,17.3,i5,8.0,windows 11,0.0,black,Nvidia,512,Dedicated,80257.5
31,"msi wf76 workstation laptop: 17.3"" 144hz fhd 1080p, intel core i7-11800h, nvidia quadro a2000 , 16gb, 1tb ssd, type c, wifi 6, tpm2.0 fingerprint, win10 pro, black (11uj-299)",MSI,17.3,i7,16.0,windows 10,0.0,black,Nvidia,1024,Dedicated,135998.63999999998
32,"excaliberpc 2022 msi prestige 14 a12sc-010 (i5-1240p, 16gb ram, 512gb nvme ssd, gtx 1650 4gb, 14"" fhd, windows 11) professional laptop - blue stone",EXCaliberPC,14.0,i5,16.0,windows 11,3.0,other,Nvidia,512,Dedicated,90118.0
33,"excaliberpc 2022 msi creator z16 a12uet-031us (i7-12700h, 16gb ram, 1tb nvme ssd, rtx 3060 6gb, 16"" qhd+ 120hz, windows 11 pro) content creation laptop",EXCaliberPC,16.0,i7,16.0,windows 11,0.0,other,Nvidia,1024,Dedicated,196718.0
34,"excaliberpc 2022 asus zenbook pro duo 15 oled ux582zm-xs96t (i9-12900h, 32gb ram, 1tb nvme ssd, rtx 3060 6gb, 15.6"" fhd, windows 11 pro) touchscreen laptop - celestial blue",EXCaliberPC,15.6,i9,32.0,windows 11,0.0,other,Nvidia,1024,Dedicated,229518.0
35,"excaliberpc 2022 msi vector gp76 12uhso-877 (i7-12650h, 16gb ram, 1tb nvme ssd, rtx 3080ti 16gb, 17.3"" fhd 360hz 3ms, windows 11) gaming laptop",EXCaliberPC,17.3,i7,16.0,windows 11,0.0,other,Nvidia,1024,Dedicated,196718.0
36,"excaliberpc 2022 msi creator z16p b12uhst-040 (i7-12700h, 32gb ram, 1tb nvme ssd, rtx 3080ti 16gb, 16"" qhd+ 165hz touch, windows 11 pro) content creation laptop",EXCaliberPC,16.0,i7,32.0,windows 11,0.0,other,Nvidia,1024,Dedicated,295118.0
37,"excaliberpc 2022 msi pulse gl76 12uek-052 (i7-12700h, 16gb ram, 512gb nvme ssd, rtx 3060 6gb, 17.3"" 144hz fhd, windows 11) gaming laptop",EXCaliberPC,17.3,i7,16.0,windows 11,0.0,other,Nvidia,512,Dedicated,118818.0
38,"excaliberpc 2022 msi prestige 14 a12uc-006 (i7-1260p, 16gb ram, 512gb nvme ssd, rtx 3050 4gb, 14"" fhd, windows 11 pro) professional laptop - carbon gray",EXCaliberPC,14.0,i7,16.0,windows 11,3.0,other,Nvidia,512,Dedicated,98318.0
39,"excaliberpc 2022 msi prestige 14evo a12m-012 (i5-1240p, 16gb ram, 512gb nvme ssd, intel iris xe, 14"" fhd, windows 11 pro) professional laptop - carbon gray",EXCaliberPC,14.0,i5,16.0,windows 11,0.0,other,Intel,512,Integrated,90118.0
40,"excaliberpc 2022 msi delta 15 a5efk-097 (amd ryzen 7 5800h, 16gb ram, 1tb nvme ssd, radeon rx6700m, 15.6"" full hd, windows 11) gaming laptop",EXCaliberPC,15.6,ryzen7,16.0,windows 11,0.0,other,AMD,1024,Dedicated,122918.0
41,"2022 msi summit e16flip a12uct-008 (i7-1260p, 16gb ram, 1tb nvme ssd, rtx 3050 4gb, 16"" qhd+ touch, windows 11 pro) professional laptop",EXCaliberPC,16.0,i7,16.0,windows 11,0.0,other,Nvidia,1024,Dedicated,132758.0
42,"gs66 stealth pro extreme by_msi gaming laptop (i7-10875h, 64gb ram, 1tb nvme ssd, rtx2070 super 8gb, 15.6"" full hd 300hz 3ms, windows 10 pro) vr ready gamer notebook computer",EXCaliberPC,15.6,i7,64.0,windows 10,0.0,other,Nvidia,1024,Dedicated,237718.0
43,"2022 msi summit e14evo a12m-025 (i7-1260p, 16gb ram, 1tb nvme ssd, intel iris xe, 14"" fhd+, windows 11 pro) professional laptop",EXCaliberPC,14.0,i7,16.0,windows 11,0.0,other,Intel,1024,Integrated,106518.0
44,"excaliberpc 2021 xpg xenia 14 gaming laptop (i5-1135g7, 16gb ram, 512gb nvme ssd, intel iris xe, 14"" wuxga, windows 10) xenia14i5g11gxelx-bkcus",EXCaliberPC,14.0,i5,16.0,windows 10,0.0,other,Intel,512,Integrated,70045.22
45,"2022 msi summit e14flip a12mt-016 enthusiast (i7-1260p, 16gb ram, 1tb nvme ssd, intel iris xe, 14"" qhd+ touch, windows 11 pro) professional laptop",EXCaliberPC,14.0,i7,16.0,windows 11,0.0,other,Intel,1024,Integrated,129478.0
46,"apple 2021 macbook pro (16-inch, m1 pro chip with 10‑core cpu and 16‑core gpu, 32gb ram, 512gb ssd) - space gray z14v0016e",Apple,16.2,i7,32.0,mac_os,4.9,gray,Other,512,Integrated,237718.0
47,"apple macbook air 13.3"" with retina display, m1 chip with 8-core cpu and 7-core gpu, 16gb memory, 1tb ssd, space gray, late 2020",Apple,13.3,i7,16.0,mac_os,2.8,gray,Other,1024,other,120453.90000000001
48,"msi sword 17 17.3"" 144hz fhd gaming laptop intel core i7-11800h rtx3050ti 16gb 512gbnvme ssd win11 - white (a11ud-642)",MSI,17.3,i7,16.0,windows 11,0.0,white,Nvidia,512,Dedicated,101922.72
49,"msi pulse gl66 15.6"" 144hz 3ms fhd gaming laptop intel core i7-11800h rtx3050 16gb 1tbnvme ssd win11 - gray (11uck-1249)",MSI,15.6,i7,16.0,windows 11,5.0,gray,Intel,1024,Dedicated,77950.02
50,"msi 2022 gf76 katana 17.3"" 144 hz fhd gaming laptop 12th intel i7-12700h 14-core 32gb ddr4 1tb nvme ssd nvidia geforce rtx 3060 6gb backlit keyboard dts audio windows 10 pro wifi 6 w/ratzk 32gb usb",MSI,17.3,i7,32.0,windows 10,0.0,black,Nvidia,1024,Dedicated,135218.0
51,"msi ws76 workstation laptop: 17.3"" 144hz fhd 1080p, intel core i7-11800h, nvidia quadro rtx a3000 , 32gb, 1tb ssd, thunderbolt 4, wifi 6e, tpm2.0 fingerprint, win10 pro, black (11uk-470)",MSI,17.3,i7,32.0,windows 10,0.0,black,Nvidia,1024,Dedicated,170924.9
52,"msi creator z16 16"" qhd+ 120hz 100% dci-p3 premium professional laptop intel core i9-11900h rtx3060 32gb ddr4 2tb nvme ssd tb4 win10pro - lunar gray (a11uet-254)",MSI,16.0,i9,32.0,windows 10,4.6,gray,Nvidia,2048,Dedicated,221318.0
53,"acer aspire 5 a515-56-36ut, 15.6"" full hd display, 11th gen intel core i3-1115g4 processor, 4gb ddr4, 128gb nvme ssd, wifi 6, windows 11 home (s mode)",Acer,15.6,i3,4.0,windows 11,4.3,silver,Intel,128,Integrated,19598.0
54,"excaliberpc 2022 msi raider ge77hx 12uhs-082 (i9-12900hx, 32gb ram, 1tb nvme ssd, rtx 3080ti 16gb, 17.3"" qhd 240hz, windows 11 pro) gaming laptop",EXCaliberPC,17.3,i9,32.0,windows 11,0.0,other,Nvidia,1024,Dedicated,245918.0
55,"msi creator m16 16"" content creation laptop: intel core i7-12650h rtx 3060 32gb 1tb nvme ssd, qhd+ 16:10 60hz 100% dci-p3, 180-degree lay-flat, cooler boost trinity+, win 11 home: black a12uev-468",MSI,16.0,i7,32.0,windows 11,4.2,black,Nvidia,1024,other,71340.0
56,"msi ge76 raider gaming laptop intel core i7-11800h, geforce rtx 3060, 17.3"" fhd 144hz, 16gb ram 1tb nvme ssd, wi-fi6, windows 10",MSI,17.3,i7,16.0,windows 10,4.5,black,Nvidia,1024,Dedicated,126033.18000000001
57,"msi katana gf66 15.6"" 144hz fhd gaming laptop: intel core i5-12500h rtx3050 8gb 512gbnvme ssd win11 - black (12uc-056)",MSI,15.6,i5,8.0,windows 11,5.0,black,Intel,512,other,85732.64
58,"msi modern 15a thin and light daily laptop: 15.6"" fhd 1080p, intel core i7-1195g7, intel iris xe, 8gb, 1tb ssd, win10, carbon gray (a11mu-652)",MSI,15.6,i7,8.0,windows 10,3.0,gray,Intel,1024,Integrated,58588.18
59,"excaliberpc 2022 msi katana gf66 12ugsok-1046 pro extreme (i9-12900h, 64gb ram, 4tb nvme ssd, rtx 3070ti 8gb, 15.6"" 240hz fhd, windows 11) gaming laptop",EXCaliberPC,15.6,i9,64.0,windows 11,0.0,other,Nvidia,4096,Dedicated,270190.0
60,"msi creator m16 16"" content creation laptop: intel core i7-12650h rtx 3060 32gb 1tb nvme ssd, qhd+ 16:10 60hz 100% dci-p3, 180-degree lay-flat, cooler boost trinity+, win 11 home: black a12uev-468",MSI,16.0,i7,32.0,windows 11,4.2,black,Nvidia,1024,other,71340.0
61,"msi 2022 ge76 raider 17.3"" 144 hz fhd gaming laptop 12th intel core i9-12900h 14-core 64gb ddr5 2tb nvme ssd nvidia geforce rtx 3060 6gb rgb backlit kb thunderbolt 4 wifi 6 windows 11 home w/32gb usb",MSI,17.3,i9,64.0,windows 11,0.0,blue,Nvidia,2048,Dedicated,197538.0
62,"msi vector gp76 17.3"" fhd 360hz gaming laptop: intel core i7-12700h rtx 3060 16gb 1tb nvme ssd, type-c usb 3.2 gen2 w/ dp 1.4, wi-fi 6e, cooler boost 5, win11 home: core black 12ue-270",MSI,17.3,i7,16.0,windows 11,5.0,black,Nvidia,1024,Dedicated,122691.68000000001
63,"msi ge76 raider gaming laptop intel core i7-11800h, geforce rtx 3060 130w, 17.3"" fhd 144hz, thunderbolt 4 type-c wi-fi 6 32gb ram 2tb nvme ssd, windows 10, w/ 32gb sd card",MSI,17.3,i7,32.0,windows 10,0.0,other,Nvidia,32,Dedicated,143499.18
64,"excaliberpc 2022 msi raider ge77hx 12ugs-004 (i7-12800hx, 16gb ram, 1tb nvme ssd, rtx 3070ti 8gb, 17.3"" qhd 240hz, windows 11 pro) gaming laptop",EXCaliberPC,17.3,i7,16.0,windows 11,0.0,other,Nvidia,1024,Dedicated,163918.0
65,"msi gf63 thin 3050 gaming laptop, 15.6"" fhd 144hz ips display, 11th gen core i5-11400h, geforce rtx 3050 4gb, 16gb ddr4 ram, 1tb pcie ssd, usb-c, rj45, wifi 6, backlit keyboard, win 11",MSI,15.6,i5,16.0,windows 11,4.1,black,Nvidia,1024,Dedicated,57399.18
66,msi katana gf76 gaming laptop,MSI,17.3,i7,16.0,windows 11,0.0,other,Nvidia,1024,Dedicated,90118.0
67,"2022 msi gf65 thin 15.6"" fhd 144hz gaming laptop - intel i7-10750h 6 cores - nvidia geforce rtx 3060 max-q 6gb gddr6 - 64gb ddr4 - 2tb nvme ssd - wifi 6 rj-45 win 10 pro w/ 32gb usb drive",MSI,15.6,i7,64.0,windows 10,3.7,black,Nvidia,2048,Integrated,135218.0
68,"2022 msi m16 creator 16"" qhd+ (2560x1600) laptop 12th intel i7-12700h 14-core 16gb ddr4 512gb nvme ssd nvidia geforce rtx 3060 6gb backlit kb hi-res audio windows 11 pro wifi 6 w/ratzk 32gb usb",MSI,15.6,i7,16.0,windows 11,4.0,black,Nvidia,512,Dedicated,135218.0
69,"msi modern 14 a10m-460 14"" ultra thin and light professional laptop intel core i5-10210uuma 8gb ddr4 512gb nvme ssd win10 home carbon gray",MSI,14.1,i5,8.0,windows 10,4.3,gray,Intel,512,Dedicated,57399.18
70,"msi prestige 14 evo 14"" fhd ultra thin and light professional laptop: intel core i5-1240p iris xe 16gb lpddr4x 1tb nvme ssd, thunderbolt 4, microsd card reader, win 11 pro: carbon gray a12m-012",MSI,14.0,i5,16.0,windows 10,0.0,gray,Intel,512,Integrated,87928.59999999999
71,"msi gf63 thin 9rcx -615 15.6"" gaming laptop, intel core i5-9300h, nvidia gtx 1050ti, 8gb, 512gb nvme ssd, win10",MSI,15.6,i7,8.0,windows 10,4.5,other,Nvidia,512,Dedicated,50758.0
72,"msi alpha 17 17.3"" 144hz gaming laptop amd ryzen 7 5800h 16gb ram 512gb ssd amd radeon rx 6600m 8gb gddr6",MSI,17.3,ryzen7,16.0,windows 10,5.0,other,AMD,512,Dedicated,122998.36
73,"msi gp66 leopard gaming laptop: 15.6"" 144hz fhd 1080p display, intel core i7-11800h, nvidia geforce rtx 3070, 16gb, 512gb ssd, win10, black (11ug-050)",MSI,15.6,i7,16.0,windows 10,4.5,black,Nvidia,512,Dedicated,129149.18000000001
74,"msi summit e14 a11scs-088 14"" uhd ultra thin and light professional laptop intel core i7-1185g7 nvidia geforce gtx1650ti max-q 16gb ddr4 1tb nvme ssd win10pro, ink black",MSI,14.0,i7,16.0,windows 10,3.1,black,Nvidia,1024,Dedicated,98154.0
75,"excaliberpc 2022 msi raider ge66 12ugs-238 (i7-12700h, 32gb ram, 1tb nvme ssd, rtx 3070ti 8gb, 15.6"" qhd 240hz, windows 11) gaming laptop",EXCaliberPC,15.6,i7,32.0,windows 11,5.0,other,Nvidia,1024,Dedicated,155718.0
76,"msi gf65 gaming laptop: 15.6"" 144hz fhd 1080p, intel core i7-10750h, nvidia geforce rtx 3050, 8gb, 512gb nvme ssd, red keyboard, win 10, black (10uc-439)",MSI,15.6,i7,8.0,windows 10,3.9,black,Nvidia,512,other,81918.0
77,"2022 msi stealth 15m b12ue-040 (i7-1260p, 32gb ram, 1tb nvme ssd, rtx 3060 6gb, 15.6"" fhd 144hz, windows 11 pro) gaming laptop",EXCaliberPC,15.6,i7,32.0,windows 11,2.5,other,Nvidia,1024,Dedicated,137678.0
78,"msi crosshair17 17.3"" 144hz fhd gaming laptop intel core i7-11800h rtx3060 16gb 512gbnvme ssd win10",MSI,17.3,i7,16.0,windows 10,4.5,gray,Nvidia,512,Dedicated,133243.44
79,"msi gf75 thin 17.3"" gaming laptop core i7-10750h 16gb ram 512gb ssd 144hz gtx 1660 ti 6gb - 10th gen i7-10750h hexa-core - nvidia geforce gtx 1660 ti 6gb - 144 hz refresh rate - up to 5 ghz cpu s",MSI,17.3,i7,16.0,windows 10,4.4,other,Nvidia,512,Dedicated,102499.18000000001
80,"msi prestige 14 14"" fhd ultra thin and light professional laptop: intel core i7-1260p rtx 3050 16gb lpddr4x 512gb nvme ssd, thunderbolt 4, microsd card reader, win 11 pro: carbon gray a12uc-006",MSI,14.0,i7,16.0,windows 10,0.0,gray,Nvidia,512,Dedicated,98318.0
81,"msi prestige 15 thin and performance driven laptop: 15.6"" fhd 1080p, intel core i5- 155g7, nvidia geforce gtx 1650, 16gb, 512gb ssd, thunderbolt, wifi 6e, win10pro, carbon gray (a11sc-048)",MSI,15.6,i5,16.0,windows 10,0.0,gray,Nvidia,512,Dedicated,73129.24
82,"msi katana gf66 15.6"" 144hz 3ms fhd gaming laptop intel core i7-11800h rtx3060 16gb 1tbnvme ssd win10 - black (11ue-031)",MSI,15.6,i7,16.0,windows 10,0.0,black,Nvidia,1024,Dedicated,105283.90000000001
83,"msi p65 creator-1084 15.6"" 4k uhd display, ultra-thin and light, rtx studio laptop, intel core i7-9750h, geforce rtx 2060, 32gb ddr4, 1tb teton glacier ssd, win10pro, vr ready",MSI,15.6,i7,32.0,windows 10,4.2,silver,Nvidia,1024,Dedicated,204918.0
84,"msi creator 15 a10sgs-040 15.6"" 4k ultra hd vr-ready gaming notebook computer, intel core i7-10875h 2.3ghz, 32gb ram, 2tb ssd, nvidia geforce rtx 2080 super max-q 8gb, windows 10 pro",MSI,15.6,i7,32.0,windows 10,0.0,other,Nvidia,2048,Dedicated,368918.0
85,"msi gf63 15.6"" gaming laptop intel core i5-10500h gtx1650 8gb 512gb nvme ssd win10 - black (10sc-838)",MSI,15.6,i5,8.0,windows 10,0.0,black,Nvidia,512,Dedicated,55962.54
86,"excaliberpc 2022 msi raider ge77hx 12uhs-074 (i7-12800hx, 16gb ram, 1tb nvme ssd, rtx 3080ti 16gb, 17.3"" fhd 360hz, windows 11) gaming laptop",EXCaliberPC,17.3,i7,16.0,windows 11,5.0,other,Nvidia,1024,Dedicated,192618.0
87,"msi gs66 stealth gaming laptop: 15.6"" 300hz fhd 1080p display, intel core i9-11900h, nvidia geforce rtx 3080, 32gb, 1tb ssd, thunderbolt 4, wifi 6, win10, black (11uh-020)",MSI,15.6,i9,32.0,windows 10,3.7,black,Nvidia,1024,other,385399.18
88,"msi gp76 leopard gaming laptop: 17.3"" 240hz ips-level display, intel core i7-11800h, nvidia geforce rtx 3070, 16gb, 1tb ssd, win10, black (11ug-076)",MSI,17.3,i7,16.0,windows 10,4.3,black,Nvidia,1024,Dedicated,172118.0
89,"msi prestige 14 14"" fhd ultra thin and light professional laptop: intel core i7-1260p gtx 1650 16gb lpddr4x 512gb nvme ssd, thunderbolt 4, microsd card reader, win 11 pro: carbon gray a12sc-007",MSI,14.0,i7,16.0,windows 10,5.0,gray,Nvidia,512,Dedicated,89401.31999999999
90,"msi gs76 stealth 17.3"" fhd 300hz 3ms ultra thin and light gaming laptop intel core i7-11800h rtx3060 16gb 512gb nvme ssd win10pro vr ready (11ue-623)",MSI,17.3,i7,16.0,windows 10,5.0,black,Intel,512,Dedicated,163918.0
91,"excaliberpc 2022 msi creator z17 a12ugst-049 (i7-12700h, 32gb ram, 1tb nvme ssd, rtx 3070ti 8gb, 17"" qhd+ 165hz touch, windows 11 pro) content creation laptop",EXCaliberPC,17.0,i7,32.0,windows 11,0.0,other,Nvidia,1024,Dedicated,250018.0
92,"msi modern 14 professional laptop: 14"" ips-level thin bezel display,intel core i7-1165g7, iris xe, 8gb, 512gbssd, win10, beige mousse(b11mo-242)",MSI,14.0,i7,8.0,windows 10,5.0,other,Intel,512,Integrated,59755.04
93,"msi katana gf66 15.6"" 144hz 3ms fhd gaming laptop intel core i7-11800h rtx3050ti 16gb 512gbnvme ssd win11 - black (11ud-1090)",MSI,15.6,i7,16.0,windows 11,4.7,black,Nvidia,512,Dedicated,91184.0
94,"2022 msi stealth gs77 12uhs-040 pro extreme (i9-12900h, 64gb ram, 4tb nvme ssd, rtx 3080ti 16gb, 17.3"" 4k uhd, windows 11 pro) gaming laptop",EXCaliberPC,17.3,i9,64.0,windows 11,5.0,other,Nvidia,4096,Dedicated,376790.0
95,"msi stealth 15m 15.6"" fhd 144hz ultra thin and light gaming laptop: intel core i7-1260p rtx 3060 16gb ddr5 512gb nvme ssd , thunderbolt 4, cooler boost 5, win11 pro: carbon gray b12ue-040",MSI,15.6,i7,16.0,windows 11,0.0,gray,Nvidia,512,Dedicated,73718.0
96,"lenovo - 2021 - ideapad gaming 3 - laptop computer - 15.6"" fhd display -120hz - amd ryzen 5 5600h - 8gb ram - 256gb storage - nvidia geforce gtx 1650 - windows 11 home",Lenovo,15.6,ryzen5,8.0,windows 11,4.4,black,Nvidia,256,Dedicated,53218.0
97,"2022 msi gf65 thin 15.6"" fhd ips 144hz gaming laptop intel 8-core i7-10750h nvidia geforce rtx 3060 6gb gddr6 32gb ddr4 1tb nvme ssd hdmi usb-c wifi ax rj-45 backlit windows 11 home w/ free 32gb usb",MSI,15.6,i7,128.0,windows 11,5.0,black,Nvidia,4096,Dedicated,118899.18000000001
98,"msi gs66 stealth gaming laptop: 15.6"" 165hz qhd 1440p display, intel core i7-11800h, nvidia geforce rtx 3080, 16gb, 1tb ssd, thunderbolt 4, wifi 6, win10, black (11uh-235)",MSI,15.6,i7,16.0,windows 10,3.7,black,Nvidia,1024,Dedicated,195238.72
99,"msi vector gp76 17.3"" fhd 360hz gaming laptop: intel core i7-12700h rtx 3080 32gb 1tb nvme ssd, type-c usb 3.2 gen2 w/ dp 1.4, wi-fi 6e, cooler boost 5, win11 home: core black 12uh-297",MSI,17.3,i7,32.0,windows 11,4.0,black,Nvidia,1024,Dedicated,221318.0
